,Unnamed: 0,date,odds_1,odds_2,players,score,tournament_name,year
4873,,13 Nov 2013 - Play Offs,59/100,63/50,Thornton R. - King M.,10:8,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4874,,13 Nov 2013 - Play Offs,73/50,53/100,O'Shea T. - Hamilton A.,10:7,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4875,,13 Nov 2013 - Play Offs,1/2,153/100,Waites S. - Webster M.,10:6,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4876,,12 Nov 2013,41/50,22/25,Anderson G. - Wright P.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4877,,12 Nov 2013,6/25,291/100,Lewis A. - Kist C.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4878,,12 Nov 2013,9/25,49/25,van Gerwen M. - Huybrechts K.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4879,,12 Nov 2013,63/100,117/100,Nicholson P. - Kellett S.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4880,,12 Nov 2013,57/100,27/20,Winstanley D. - Van der Voort V.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4881,,12 Nov 2013,9/25,51/25,Wade J. - Harms W.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4882,,12 Nov 2013,2/25,61/10,Taylor P. - Painter K.,5:0,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4883,,12 Nov 2013,33/100,227/100,Huybrechts R. - George R.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4884,,11 Nov 2013,18/25,101/100,Smith M. - Hankey T.,1:5,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4885,,11 Nov 2013,11/20,133/100,Whitlock S. - Newton W.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4886,,11 Nov 2013,37/100,191/100,van Barneveld R. - King M.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4887,,11 Nov 2013,73/100,99/100,Hamilton A. - Thornton R.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4888,,11 Nov 2013,14/25,34/25,Webster M. - Smith R.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4889,,11 Nov 2013,7/20,43/20,O'Shea T. - Evans R.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4890,,11 Nov 2013,93/100,81/100,Waites S. - Chisnall D.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4891,,11 Nov 2013,283/100,1/4,Walsh M. - Pipe J.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4892,,10 Nov 2013,23/100,59/20,van Gerwen M. - Winstanley D.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4893,,10 Nov 2013,19/25,24/25,Wade J. - Anderson G.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4894,,10 Nov 2013,1/10,261/50,Taylor P. - Nicholson P.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4895,,10 Nov 2013,4/25,77/20,Lewis A. - Huybrechts R.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4896,,10 Nov 2013,103/50,9/25,Van der Voort V. - Huybrechts K.,0:5,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4897,,10 Nov 2013,63/100,121/100,Painter K. - Kellett S.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4898,,10 Nov 2013,159/100,12/25,Harms W. - Wright P.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4899,,10 Nov 2013,37/100,199/100,Kist C. - George R.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4900,,10 Nov 2013,7/20,2/1,Whitlock S. - Webster M.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4901,,10 Nov 2013,3/10,233/100,van Barneveld R. - O'Shea T.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4902,,10 Nov 2013,11/20,13/10,Waites S. - Smith M.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4903,,10 Nov 2013,7/10,103/100,Thornton R. - Pipe J.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4904,,10 Nov 2013,11/50,63/20,Chisnall D. - Hankey T.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4905,,10 Nov 2013,7/20,53/25,Newton W. - Smith R.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4906,,10 Nov 2013,8/25,58/25,Hamilton A. - Walsh M.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4907,,10 Nov 2013,17/50,217/100,King M. - Evans R.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4908,,09 Nov 2013,37/100,191/100,Huybrechts K. - Winstanley D.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4909,,09 Nov 2013,9/50,71/20,van Gerwen M. - Van der Voort V.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4910,,09 Nov 2013,7/100,67/10,Taylor P. - Kellett S.,5:0,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4911,,16 Nov 2014 - Play Offs,491/100,11/100,Chisnall D. - Taylor P.,13:16,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4912,,16 Nov 2014 - Play Offs,7/50,22/5,Taylor P. - King M.,16:9,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4913,,16 Nov 2014 - Play Offs,3/4,53/50,Huybrechts K. - Chisnall D.,15:16,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4914,,15 Nov 2014 - Play Offs,17/100,96/25,Taylor P. - Smith M.,16:3,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4915,,15 Nov 2014 - Play Offs,221/100,17/50,King M. - Bunting S.,16:9,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4916,,14 Nov 2014 - Play Offs,3/20,81/20,van Gerwen M. - Huybrechts K.,10:16,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4917,,14 Nov 2014 - Play Offs,47/100,42/25,Chisnall D. - Brown K.,16:14,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4918,,13 Nov 2014 - Play Offs,99/100,79/100,Bunting S. - Wade J.,10:8,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4919,,13 Nov 2014 - Play Offs,9/50,93/25,Taylor P. - Wright P.,10:4,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4920,,13 Nov 2014 - Play Offs,131/50,29/100,King M. - Anderson G.,10:4,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4921,,13 Nov 2014 - Play Offs,9/25,209/100,Smith M. - Kist C.,10:5,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4922,,12 Nov 2014 - Play Offs,7/50,449/100,van Gerwen M. - Jenkins T.,10:4,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4923,,12 Nov 2014 - Play Offs,13/50,277/100,van Barneveld R. - Brown K.,7:10,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4924,,12 Nov 2014 - Play Offs,7/25,267/100,Chisnall D. - Green R.,10:3,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4925,,12 Nov 2014 - Play Offs,33/25,3/5,Norris A. - Huybrechts K.,5:10,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4926,,11 Nov 2014,1/4,277/100,Anderson G. - Harms W.,5:0,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4927,,11 Nov 2014,1/4,137/50,Wade J. - O'Shea T.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4928,,11 Nov 2014,77/100,99/100,Wright P. - Whitlock S.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4929,,11 Nov 2014,3/25,473/100,Taylor P. - Hamilton A.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4930,,11 Nov 2014,17/100,77/20,Kist C. - George R.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4931,,11 Nov 2014,17/25,23/20,King M. - Caven J.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4932,,11 Nov 2014,33/100,113/50,Bunting S. - Winstanley D.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4933,,11 Nov 2014,29/50,27/20,Smith M. - Dolan B.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4934,,10 Nov 2014,39/100,191/100,Jenkins T. - Huybrechts R.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4935,,10 Nov 2014,3/4,101/100,Van der Voort V. - Green R.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4936,,10 Nov 2014,63/100,59/50,Brown K. - Rodriguez Row. J.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4937,,10 Nov 2014,41/100,177/100,Huybrechts K. - Webster D.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4938,,10 Nov 2014,11/100,269/50,van Gerwen M. - Dekker J.,5:0,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4939,,10 Nov 2014,43/50,9/10,Lewis A. - Chisnall D.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4940,,10 Nov 2014,17/25,23/20,van Barneveld R. - Thornton R.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4941,,10 Nov 2014,59/100,33/25,Norris A. - Waites S.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4942,,09 Nov 2014,23/50,41/25,Wade J. - King M.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4943,,09 Nov 2014,53/50,18/25,Bunting S. - Anderson G.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4944,,09 Nov 2014,11/100,131/25,Taylor P. - Kist C.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4945,,09 Nov 2014,87/100,43/50,Wright P. - Smith M.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4946,,09 Nov 2014,69/100,11/10,Whitlock S. - Dolan B.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4947,,09 Nov 2014,33/25,3/5,O'Shea T. - Caven J.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4948,,09 Nov 2014,3/20,111/25,Hamilton A. - George R.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4949,,09 Nov 2014,69/100,57/50,Winstanley D. - Harms W.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4950,,09 Nov 2014,37/100,99/50,Chisnall D. - Rodriguez Row. J.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4951,,09 Nov 2014,49/100,31/20,van Barneveld R. - Van der Voort V.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4952,,09 Nov 2014,3/10,241/100,van Gerwen M. - Huybrechts K.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4953,,09 Nov 2014,131/100,29/50,Norris A. - Jenkins T.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4954,,09 Nov 2014,41/100,179/100,Thornton R. - Green R.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4955,,09 Nov 2014,27/100,66/25,Lewis A. - Brown K.,1:5,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4956,,09 Nov 2014,137/100,29/50,Dekker J. - Webster D.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4957,,09 Nov 2014,7/10,28/25,Waites S. - Huybrechts R.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4958,,08 Nov 2014,2/5,183/100,Wade J. - Caven J.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4959,,08 Nov 2014,4/5,91/100,Whitlock S. - Smith M.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4960,,08 Nov 2014,1/20,877/100,Taylor P. - George R.,5:0,http://www.oddsportal.com/darts/world/grand-slam,2014.0
4961,,15 Nov 2015 - Play Offs,31/100,247/100,van Gerwen M. - Taylor P.,16:13,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4962,,15 Nov 2015 - Play Offs,303/100,1/4,van Barneveld R. - Taylor P.,12:16,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4963,,15 Nov 2015 - Play Offs,3/25,142/25,van Gerwen M. - Smith M.,16:6,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4964,,14 Nov 2015 - Play Offs,13/100,249/50,van Gerwen M. - Huybrechts K.,16:4,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4965,,14 Nov 2015 - Play Offs,32/25,16/25,Smith M. - Lewis A.,16:11,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4966,,13 Nov 2015 - Play Offs,72/25,1/4,Thornton R. - Taylor P.,7:16,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4967,,13 Nov 2015 - Play Offs,167/100,12/25,Webster M. - van Barneveld R.,12:16,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4968,,12 Nov 2015 - Play Offs,81/50,49/100,Adams M. - Huybrechts K.,9:10,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4969,,12 Nov 2015 - Play Offs,49/50,41/50,Wright P. - Lewis A.,7:10,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4970,,12 Nov 2015 - Play Offs,1/25,237/20,van Gerwen M. - Beaton S.,10:2,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4971,,12 Nov 2015 - Play Offs,61/50,67/100,Smith M. - Chisnall D.,10:7,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4972,,11 Nov 2015 - Play Offs,59/100,69/50,Wade J. - van Barneveld R.,7:10,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4973,,11 Nov 2015 - Play Offs,11/100,547/100,Anderson G. - Webster M.,6:10,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4974,,11 Nov 2015 - Play Offs,3/25,537/100,Taylor P. - Jenkins T.,10:6,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4975,,11 Nov 2015 - Play Offs,31/100,63/25,Thornton R. - Green R.,10:8,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4976,,10 Nov 2015,17/100,4/1,Smith M. - Fordham A.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4977,,10 Nov 2015,73/50,27/50,Beaton S. - Adams M.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4978,,10 Nov 2015,23/50,43/25,Wright P. - King M.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4979,,10 Nov 2015,3/50,851/100,van Gerwen M. - West S.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4980,,10 Nov 2015,7/50,121/25,Lewis A. - Jones W.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4981,,10 Nov 2015,1/50,1653/100,Huybrechts K. - Oosterhuis M.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4982,,10 Nov 2015,103/100,79/100,White I. - Klaasen J.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4983,,10 Nov 2015,27/100,143/50,Chisnall D. - Mitchell S.,1:5,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4984,,09 Nov 2015,1/5,71/20,van Barneveld R. - Butler L.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4985,,09 Nov 2015,33/100,23/10,Wade J. - Brown K.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4986,,09 Nov 2015,9/100,162/25,Taylor P. - Rodriguez Row. J.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4987,,09 Nov 2015,63/100,32/25,Thornton R. - Jenkins T.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4988,,09 Nov 2015,9/100,343/50,Anderson G. - Boulton A.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4989,,09 Nov 2015,13/50,297/100,Webster M. - Van Der Horst M.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4990,,09 Nov 2015,17/25,121/100,Green R. - Phillips M.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4991,,09 Nov 2015,22/25,47/50,Clayton J. - de Vos G.,0:5,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4992,,08 Nov 2015,17/20,47/50,Wright P. - Chisnall D.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4993,,08 Nov 2015,41/50,97/100,Klaasen J. - Adams M.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4994,,08 Nov 2015,7/25,53/20,van Gerwen M. - Huybrechts K.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4995,,08 Nov 2015,11/20,143/100,Lewis A. - Smith M.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4996,,08 Nov 2015,83/100,24/25,King M. - Mitchell S.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4997,,08 Nov 2015,3/5,27/20,Jones W. - Fordham A.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4998,,08 Nov 2015,39/100,2/1,White I. - Beaton S.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2015.0
4999,,08 Nov 2015,1/4,61/20,West S. - Oosterhuis M.,5:0,http://www.oddsportal.com/darts/world/grand-slam,2015.0
5000,,08 Nov 2015,12/25,81/50,Anderson G. - van Barneveld R.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2015.0
5001,,08 Nov 2015,11/25,44/25,Wade J. - Webster M.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2015.0
5002,,08 Nov 2015,4/25,413/100,Taylor P. - Green R.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2015.0
5003,,08 Nov 2015,7/20,54/25,Thornton R. - Clayton J.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2015.0
5004,,08 Nov 2015,49/100,41/25,Jenkins T. - de Vos G.,5:0,http://www.oddsportal.com/darts/world/grand-slam,2015.0
5005,,08 Nov 2015,26/25,39/50,Boulton A. - Butler L.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2015.0
5006,,08 Nov 2015,47/50,43/50,Rodriguez Row. J. - Phillips M.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2015.0
5007,,08 Nov 2015,9/25,54/25,Brown K. - Van Der Horst M.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2015.0
5008,,07 Nov 2015,39/100,49/25,Wright P. - Mitchell S.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2015.0
5009,,07 Nov 2015,59/100,67/50,White I. - Adams M.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2015.0
5010,,07 Nov 2015,1/20,499/50,van Gerwen M. - Oosterhuis M.,5:0,http://www.oddsportal.com/darts/world/grand-slam,2015.0
5011,,20 Nov 2016 - Play Offs,2/25,347/50,van Gerwen M. - Wade J.,16:8,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5012,,20 Nov 2016 - Play Offs,7/20,219/100,Anderson G. - Wade J.,14:16,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5013,,20 Nov 2016 - Play Offs,3/20,211/50,van Gerwen M. - Wright P.,16:10,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5014,,19 Nov 2016 - Play Offs,23/50,33/20,Anderson G. - van Barneveld R.,16:13,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5015,,19 Nov 2016 - Play Offs,13/4,21/100,Dobey Ch. - Wade J.,5:16,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5016,,18 Nov 2016 - Play Offs,39/25,51/100,Wright P. - Taylor P.,16:10,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5017,,18 Nov 2016 - Play Offs,3/100,64/5,van Gerwen M. - Dolan B.,16:3,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5018,,17 Nov 2016 - Play Offs,3/5,131/100,van Barneveld R. - Durrant G.,10:7,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5019,,17 Nov 2016 - Play Offs,17/100,399/100,Anderson G. - Noppert D.,10:9,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5020,,17 Nov 2016 - Play Offs,79/50,49/100,van de Pas B. - Wade J.,2:10,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5021,,17 Nov 2016 - Play Offs,93/100,21/25,Hughes J. - Dobey Ch.,9:10,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5022,,16 Nov 2016 - Play Offs,3/25,127/25,Wright P. - Fitton D.,10:3,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5023,,16 Nov 2016 - Play Offs,1/20,911/100,van Gerwen M. - Thornton R.,10:5,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5024,,16 Nov 2016 - Play Offs,9/100,623/100,Taylor P. - Smith J.,10:5,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5025,,16 Nov 2016 - Play Offs,51/100,31/20,Price G. - Dolan B.,9:10,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5026,,15 Nov 2016,9/25,209/100,Whitlock S. - Smith J.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5027,,15 Nov 2016,26/25,37/50,Suljovic M. - van Barneveld R.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5028,,15 Nov 2016,69/100,28/25,Wilson J. - Hughes J.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5029,,15 Nov 2016,4/5,24/25,Thornton R. - Price G.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5030,,15 Nov 2016,73/50,53/100,Aspinall N. - Noppert D.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5031,,15 Nov 2016,99/100,79/100,van den Bergh D. - Waites S.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5032,,15 Nov 2016,3/20,427/100,Wright P. - Evetts T.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5033,,15 Nov 2016,37/50,53/50,Wade J. - Chisnall D.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5034,,14 Nov 2016,53/100,29/20,White I. - Fitton D.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5035,,14 Nov 2016,69/25,13/50,Derry N. - Durrant G.,0:5,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5036,,14 Nov 2016,24/25,81/100,Dobey Ch. - Mitchell S.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5037,,14 Nov 2016,87/100,89/100,Dolan B. - Adams M.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5038,,14 Nov 2016,1/20,447/50,van Gerwen M. - Hopp M.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5039,,14 Nov 2016,2/25,671/100,Taylor P. - Webster D.,0:5,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5040,,14 Nov 2016,6/25,149/50,Anderson G. - Norris A.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5041,,14 Nov 2016,31/50,5/4,Lewis A. - van de Pas B.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5042,,13 Nov 2016,41/50,19/20,van de Pas B. - Mitchell S.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5043,,13 Nov 2016,3/50,167/20,van Gerwen M. - Dolan B.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5044,,13 Nov 2016,13/100,229/50,Anderson G. - Derry N.,5:0,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5045,,13 Nov 2016,21/100,329/100,Taylor P. - White I.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5046,,13 Nov 2016,34/25,57/100,Hopp M. - Adams M.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2016.0
5047,,13 Nov 2016,111/100,7/10,Norris A. - Durrant G.,1:5,http://www.oddsportal.com/darts/world/grand-slam,2016.0
